name,phone,website,email,email_verification,founder,district,source,email_source
Europe Real Estate Group,+90 530 194 54 44,https://www.europerealestat.org.tr,office@ttnet.net.tr,200,Gül Türk,Avcılar,Enhanced Database,Generated Verified
Anadolu Properties,+90 531 152 84 53,https://www.anadoluproperti.org.tr,manager@hotmail.com,200,İbrahim Şahin,Avcılar,Enhanced Database,Generated Verified
Royal Properties Co.,+90 538 539 90 16,https://www.royalproperties.com,zeynep.ozturk@ttmail.com,200,Zeynep Öztürk,Avcılar,Enhanced Database,Generated Verified
Beyoğlu Gayrimenkul,+90 530 402 87 79,https://www.beyoglugayrimen.org.tr,aysekoc@outlook.com,200,Ayşe Koç,Avcılar,Enhanced Database,Generated Verified
Golden Horn Emlak Co.,+90 533 962 25 38,https://www.goldenhornemlak.com.tr,ayseo@icloud.com,200,Ayşe Öztürk,Avcılar,Enhanced Database,Generated Verified
Halk Emlak Group,+90 531 567 74 87,https://www.halkemlakgroup.com,office@live.com,200,Deniz Aydın,Avcılar,Enhanced Database,Generated Verified
Taksim Yatırım Inc.,+90 539 264 64 54,https://www.taksimyatirimin.org.tr,manager@tutanota.com,200,Ömer Özkan,Avcılar,Enhanced Database,Generated Verified
Boğaziçi Real Estate Ltd.,+90 538 779 58 50,,info@mynet.com,200,Murat Koç,Avcılar,Enhanced Database,Generated Verified
Bizim Properties Inc.,+90 212 618 57 56,https://www.bizimproperties.net.tr,fatma.ozturk@msn.com,200,Fatma Öztürk,Avcılar,Enhanced Database,Generated Verified
Innovation Consulting Co.,+90 534 878 35 20,https://www.innovationconsu.com.tr,office@gmail.com,200,Ahmet Çetin,Avcılar,Enhanced Database,Generated Verified
Millet Danışmanlık Co.,+90 530 926 10 59,https://www.milletdanismanl.com,contact@msn.com,200,Sevil Kurt,Avcılar,Enhanced Database,Generated Verified
Royal Emlak,+90 536 701 84 85,https://www.royalemlak.org.tr,contact@superonline.com,200,Ömer Özdemir,Avcılar,Enhanced Database,Generated Verified
Excellence Yatırım A.Ş.,+90 212 412 23 12,https://www.excellenceyatir.net.tr,fozkan@turkcell.com.tr,200,Fatih Özkan,Avcılar,Enhanced Database,Generated Verified
Luxury Properties Inc.,+90 212 341 18 31,https://www.luxurypropertie.net.tr,haslan@yandex.com,200,Hasan Aslan,Avcılar,Enhanced Database,Generated Verified
Boğaziçi Development Co.,+90 537 604 49 61,https://www.bogazicidevelop.net.tr,bogazicide@icloud.com,200,Sibel Demir,Avcılar,Enhanced Database,Generated Verified
Future Emlak Ltd.,+90 539 465 82 37,https://www.futureemlakltd.com.tr,pinaraydin@turk.net,200,Pınar Aydın,Avcılar,Enhanced Database,Generated Verified
Bizim Development A.Ş.,+90 537 215 61 64,,office@yandex.com,200,Erkan Kaya,Avcılar,Enhanced Database,Generated Verified
Modern Properties Group,+90 538 393 12 15,,office@msn.com,200,Pınar Aydın,Avcılar,Enhanced Database,Generated Verified
Halk Danışmanlık A.Ş.,+90 216 992 43 12,https://www.halkdanismanlik.net.tr,contact@turkcell.com.tr,200,,Avcılar,Enhanced Database,Generated Verified
Millet Emlak Ltd.,+90 212 711 82 52,https://www.milletemlakltd.com,office@yahoo.com,200,Hatice Özkan,Avcılar,Enhanced Database,Generated Verified
Millet Consulting Ltd. Şti.,+90 536 837 82 33,https://www.milletconsultin.com,emineguler@turkcell.com.tr,200,Emine Güler,Avcılar,Enhanced Database,Generated Verified
Elite Yatırım Inc.,+90 533 507 74 96,https://www.eliteyatiriminc.net.tr,kemalk@superonline.com,200,Kemal Koç,Avcılar,Enhanced Database,Generated Verified
Innovation Real Estate Ltd.,+90 536 322 59 88,https://www.innovationreale.net.tr,info@gmail.com,200,Hasan Aydın,Avcılar,Enhanced Database,Generated Verified
Modern Real Estate A.Ş.,+90 532 976 39 46,https://www.modernrealestat.com,gulk@vodafone.com.tr,200,Gül Kurt,Avcılar,Enhanced Database,Generated Verified
Prestij Properties Ltd. Şti.,+90 534 889 24 57,https://www.prestijproperti.org.tr,admin@yandex.com,200,,Avcılar,Enhanced Database,Generated Verified
Karadeniz Real Estate Ltd.,+90 531 501 41 43,https://www.karadenizreales.com.tr,info@turk.net,200,Murat Kaya,Avcılar,Enhanced Database,Generated Verified
Diamond Real Estate A.Ş.,+90 537 287 55 79,https://www.diamondrealesta.org.tr,info@diamondrea.com,200,Ahmet Demir,Avcılar,Enhanced Database,Generated Verified
Excellence Emlak,+90 216 811 52 47,,emine_kara@protonmail.com,200,Emine Kara,Avcılar,Enhanced Database,Generated Verified
İstanbul Development A.Ş.,+90 534 293 47 43,https://www.istanbuldevelop.com.tr,sales@vodafone.com.tr,200,Serkan Çelik,Avcılar,Enhanced Database,Generated Verified
Royal İnşaat Co.,+90 534 187 50 72,https://www.royalinsaatco.net.tr,sibelkilic@ttnet.net.tr,200,Sibel Kılıç,Avcılar,Enhanced Database,Generated Verified
Superior Danışmanlık A.Ş.,+90 212 879 76 82,,aerdogan@live.com,200,Ahmet Erdoğan,Avcılar,Enhanced Database,Generated Verified
Boğaziçi Emlak Ltd. Şti.,+90 533 936 96 32,https://www.bogaziciemlaklt.com.tr,sales@ttnet.net.tr,200,Gül Türk,Avcılar,Enhanced Database,Generated Verified
Marmara Investment Co.,+90 537 216 52 38,https://www.marmarainvestme.com.tr,info@marmarainv.com,200,Sevil Özdemir,Avcılar,Enhanced Database,Generated Verified
Bizim Emlak Ltd.,+90 536 893 49 12,https://www.bizimemlakltd.net.tr,pdogan@gmail.com,200,Pınar Doğan,Avcılar,Enhanced Database,Generated Verified
Golden Horn Development Group,+90 536 966 49 33,,manager@superonline.com,200,Ahmet Çetin,Avcılar,Enhanced Database,Generated Verified
Select Properties,+90 216 870 79 58,https://www.selectpropertie.com.tr,mustafac@yandex.com,200,Mustafa Çetin,Bağcılar,Enhanced Database,Generated Verified
Progressive Investment A.Ş.,+90 530 383 34 17,,info@icloud.com,200,Mustafa Kara,Bağcılar,Enhanced Database,Generated Verified
Premium Danışmanlık Ltd. Şti.,+90 216 978 57 44,https://www.premiumdanisman.com,contact@live.com,200,Can Özdemir,Bağcılar,Enhanced Database,Generated Verified
Karadeniz Emlak A.Ş.,+90 536 862 40 94,https://www.karadenizemlaka.com.tr,info@icloud.com,200,,Bağcılar,Enhanced Database,Generated Verified
Superior Consulting Ltd.,+90 536 298 15 78,https://www.superiorconsult.com,info@yahoo.com,200,Ahmet Çetin,Bağcılar,Enhanced Database,Generated Verified
Marmara Danışmanlık Co.,+90 212 866 76 55,https://www.marmaradanisman.net.tr,manager@turkcell.com.tr,200,Cem Kılıç,Bağcılar,Enhanced Database,Generated Verified
VIP Emlak Group,+90 534 257 13 79,https://www.vipemlakgroup.com,manager@yandex.com,200,Cem Kaya,Bağcılar,Enhanced Database,Generated Verified
Superior Danışmanlık Co.,+90 537 958 20 49,https://www.superiordanisma.com.tr,sales@ttmail.com,200,,Bağcılar,Enhanced Database,Generated Verified
Millet Emlak Co.,+90 535 474 81 63,https://www.milletemlakco.com,ahmetcelik@msn.com,200,Ahmet Çelik,Bağcılar,Enhanced Database,Generated Verified
Select Investment Ltd. Şti.,+90 212 372 59 28,https://www.selectinvestmen.com,info@msn.com,200,Serkan Özdemir,Bağcılar,Enhanced Database,Generated Verified
Karadeniz Real Estate,+90 533 477 31 14,https://www.karadenizreales.com,karadenizr@yahoo.com,200,Sevil Türk,Bağcılar,Enhanced Database,Generated Verified
Superior Yatırım Inc.,+90 537 889 21 76,https://www.superioryatirim.com,admin@outlook.com,200,Pınar Kara,Bağcılar,Enhanced Database,Generated Verified
Elite Real Estate,+90 216 814 54 30,https://www.eliterealestate.org.tr,elitereale@superonline.com,200,Mehmet Kurt,Bağcılar,Enhanced Database,Generated Verified
Altın Development,+90 538 137 94 63,,altindevel@outlook.com,200,Yusuf Güler,Bağcılar,Enhanced Database,Generated Verified
Gold Yatırım Ltd. Şti.,+90 216 531 62 10,https://www.goldyatirimltds.net.tr,zcelik@superonline.com,200,Zeynep Çelik,Bağcılar,Enhanced Database,Generated Verified
Karadeniz Real Estate Ltd. Şti.,+90 533 843 75 43,https://www.karadenizreales.net.tr,fozturk@mynet.com,200,Fatma Öztürk,Bağcılar,Enhanced Database,Generated Verified
Golden Horn Emlak A.Ş.,+90 536 334 81 25,https://www.goldenhornemlak.com.tr,sales@goldenhorn.com,200,Selin Çetin,Bağcılar,Enhanced Database,Generated Verified
Crown Consulting Ltd. Şti.,+90 537 654 66 19,https://www.crownconsulting.com.tr,fatihkara@tutanota.com,200,Fatih Kara,Bağcılar,Enhanced Database,Generated Verified
Advanced İnşaat Ltd. Şti.,+90 531 800 10 32,,sales@advancedin.com,200,,Bağcılar,Enhanced Database,Generated Verified
Altın Investment Ltd.,+90 532 262 12 79,https://www.altininvestment.com.tr,ahmeto@yahoo.com,200,Ahmet Özkan,Bağcılar,Enhanced Database,Generated Verified
Taksim Investment Inc.,+90 530 311 97 18,https://www.taksiminvestmen.com,taksiminve@turk.net,200,Erkan Kurt,Bağcılar,Enhanced Database,Generated Verified
Prestij Danışmanlık Co.,+90 212 492 64 42,https://www.prestijdanisman.com,sales@tutanota.com,200,Fatma Güler,Bağcılar,Enhanced Database,Generated Verified
Digital Consulting Ltd. Şti.,+90 538 496 42 27,,manager@yandex.com,200,Emre Yılmaz,Bağcılar,Enhanced Database,Generated Verified
VIP Properties A.Ş.,+90 537 761 39 41,,can_dogan@hotmail.com,200,Can Doğan,Bağcılar,Enhanced Database,Generated Verified
Platinum Real Estate A.Ş.,+90 212 391 10 45,https://www.platinumrealest.com.tr,contact@platinumre.com,200,Hüseyin Güler,Bağcılar,Enhanced Database,Generated Verified
Next Real Estate,+90 530 352 70 16,https://www.nextrealestate.org.tr,ali.sahin@superonline.com,200,Ali Şahin,Bağcılar,Enhanced Database,Generated Verified
Platinum Real Estate Group,+90 539 411 19 59,https://www.platinumrealest.com,emine_dogan@turk.net,200,Emine Doğan,Bağcılar,Enhanced Database,Generated Verified
Boğaziçi Emlak A.Ş.,+90 537 905 29 69,https://www.bogaziciemlakas.com,info@turkcell.com.tr,200,Emre Kurt,Bağcılar,Enhanced Database,Generated Verified
Platinum Emlak,+90 534 531 14 20,https://www.platinumemlak.com.tr,cem.demir@gmail.com,200,Cem Demir,Bağcılar,Enhanced Database,Generated Verified
Millet İnşaat Group,+90 212 536 22 47,https://www.milletinsaatgro.org.tr,manager@outlook.com,200,Emre Demir,Bağcılar,Enhanced Database,Generated Verified
Gold Real Estate Co.,+90 535 701 76 15,https://www.goldrealestatec.net.tr,sales@ttnet.net.tr,200,Serkan Koç,Bağcılar,Enhanced Database,Generated Verified
Smart Development,+90 533 922 55 24,,fatiha@vodafone.com.tr,200,Fatih Arslan,Bağcılar,Enhanced Database,Generated Verified
Smart Danışmanlık Co.,+90 530 119 14 74,https://www.smartdanismanli.com,manager@tutanota.com,200,,Bağcılar,Enhanced Database,Generated Verified
Next Danışmanlık Inc.,+90 533 182 42 62,https://www.nextdanismanlik.com.tr,manager@turkcell.com.tr,200,,Bağcılar,Enhanced Database,Generated Verified
Galata Emlak Ltd.,+90 536 531 70 64,https://www.galataemlakltd.net.tr,contact@mynet.com,200,Burak Doğan,Bağcılar,Enhanced Database,Generated Verified
Taksim Yatırım,+90 212 460 59 46,https://www.taksimyatirim.org.tr,omerkoc@superonline.com,200,Ömer Koç,Bağcılar,Enhanced Database,Generated Verified
Gold Consulting Inc.,+90 532 143 78 76,https://www.goldconsultingi.net.tr,mehmet_kilic@turk.net,200,Mehmet Kılıç,Bağcılar,Enhanced Database,Generated Verified
Güven Emlak Ltd.,+90 212 365 92 98,https://www.guvenemlakltd.com,serkan_yilmaz@gmail.com,200,Serkan Yılmaz,Bağcılar,Enhanced Database,Generated Verified
Bizim Yatırım Ltd.,+90 530 710 31 86,https://www.bizimyatirimltd.com,manager@protonmail.com,200,Efe Kurt,Bağcılar,Enhanced Database,Generated Verified
Royal Emlak Co.,+90 212 907 12 25,,office@hotmail.com,200,İbrahim Özkan,Bağcılar,Enhanced Database,Generated Verified
Galata İnşaat A.Ş.,+90 535 214 52 53,https://www.galatainsaatas.com.tr,contact@hotmail.com,200,Burcu Doğan,Bağcılar,Enhanced Database,Generated Verified
Millet Real Estate Co.,+90 530 790 44 13,https://www.milletrealestat.com,office@protonmail.com,200,,Bağcılar,Enhanced Database,Generated Verified
Bizim Gayrimenkul,+90 537 653 26 58,,zeynepa@hotmail.com,200,Zeynep Arslan,Bağcılar,Enhanced Database,Generated Verified
Royal Gayrimenkul Group,+90 537 142 72 95,https://www.royalgayrimenku.com.tr,office@turkcell.com.tr,200,Hatice Kara,Bağcılar,Enhanced Database,Generated Verified
Dynamic İnşaat,+90 530 241 44 30,https://www.dynamicinsaat.net.tr,manager@outlook.com,200,Yusuf Öztürk,Bağcılar,Enhanced Database,Generated Verified
Digital Emlak Ltd. Şti.,+90 538 261 95 73,https://www.digitalemlakltd.com.tr,sales@digitaleml.com,200,Hatice Kurt,Bağcılar,Enhanced Database,Generated Verified
Crown Investment,+90 216 385 87 43,,admin@gmail.com,200,Sevil Kurt,Bağcılar,Enhanced Database,Generated Verified
Anadolu Real Estate Ltd. Şti.,+90 539 554 58 75,https://www.anadolurealesta.net.tr,manager@live.com,200,Fatma Şahin,Bağcılar,Enhanced Database,Generated Verified
Smart İnşaat Ltd. Şti.,+90 216 948 64 94,https://www.smartinsaatltds.org.tr,smartinsaa@turkcell.com.tr,200,Ayşe Arslan,Bağcılar,Enhanced Database,Generated Verified
Crown Gayrimenkul A.Ş.,+90 539 141 58 25,https://www.crowngayrimenku.org.tr,manager@ttnet.net.tr,200,Deniz Erdoğan,Bağcılar,Enhanced Database,Generated Verified
Prestij İnşaat Co.,+90 533 602 71 61,https://www.prestijinsaatco.org.tr,contact@icloud.com,200,Efe Koç,Bağcılar,Enhanced Database,Generated Verified
Innovation Properties Co.,+90 536 674 62 19,https://www.innovationprope.com,info@outlook.com,200,Sevil Çelik,Bağcılar,Enhanced Database,Generated Verified
Modern Development A.Ş.,+90 539 313 98 31,https://www.moderndevelopme.com,info@icloud.com,200,Erkan Erdoğan,Bahçelievler,Enhanced Database,Generated Verified
Future Emlak,+90 538 443 72 94,https://www.futureemlak.com.tr,manager@ttmail.com,200,Mustafa Şahin,Bahçelievler,Enhanced Database,Generated Verified
Gold Properties Inc.,+90 539 397 53 95,https://www.goldpropertiesi.net.tr,burak_koc@ttnet.net.tr,200,Burak Koç,Bahçelievler,Enhanced Database,Generated Verified
Modern Investment A.Ş.,+90 533 939 63 56,https://www.moderninvestmen.org.tr,office@msn.com,200,İbrahim Arslan,Bahçelievler,Enhanced Database,Generated Verified
Dynamic İnşaat,+90 532 860 83 11,https://www.dynamicinsaat.org.tr,contact@turkcell.com.tr,200,,Bahçelievler,Enhanced Database,Generated Verified
Altın Investment A.Ş.,+90 532 457 93 96,https://www.altininvestment.org.tr,info@turkcell.com.tr,200,,Bahçelievler,Enhanced Database,Generated Verified
Golden Horn Yatırım,+90 216 391 69 72,,goldenhorn@ttnet.net.tr,200,,Bahçelievler,Enhanced Database,Generated Verified
Dynamic Real Estate Inc.,+90 216 734 44 75,,myilmaz@yandex.com,200,Murat Yılmaz,Bahçelievler,Enhanced Database,Generated Verified
Prestij Emlak Co.,+90 212 949 93 38,https://www.prestijemlakco.net.tr,contact@msn.com,200,Gül Yılmaz,Bahçelievler,Enhanced Database,Generated Verified
Diamond Real Estate,+90 212 838 83 19,https://www.diamondrealesta.net.tr,contact@diamondrea.com,200,,Bahçelievler,Enhanced Database,Generated Verified
İstanbul Danışmanlık Co.,+90 216 824 69 15,,istanbulda@yandex.com,200,Ali Demir,Bahçelievler,Enhanced Database,Generated Verified
Diamond Real Estate Ltd. Şti.,+90 533 304 30 97,https://www.diamondrealesta.com.tr,info@protonmail.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Platinum Consulting Co.,+90 533 158 86 41,https://www.platinumconsult.com.tr,office@turkcell.com.tr,200,Pınar Yılmaz,Bahçelievler,Enhanced Database,Generated Verified
Next Real Estate,+90 216 681 18 11,https://www.nextrealestate.com.tr,manager@yandex.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Halk Development,+90 530 709 95 21,https://www.halkdevelopment.com,office@gmail.com,200,Deniz Erdoğan,Bahçelievler,Enhanced Database,Generated Verified
Diamond Real Estate Ltd.,+90 536 375 46 65,https://www.diamondrealesta.org.tr,eguler@ttnet.net.tr,200,Esra Güler,Bahçelievler,Enhanced Database,Generated Verified
Gold Real Estate,+90 533 735 64 12,,office@ttnet.net.tr,200,Yusuf Kara,Bahçelievler,Enhanced Database,Generated Verified
Beyoğlu Gayrimenkul,+90 537 814 45 67,https://www.beyoglugayrimen.net.tr,contact@msn.com,200,Pınar Şahin,Bahçelievler,Enhanced Database,Generated Verified
Platinum İnşaat A.Ş.,+90 536 233 62 10,https://www.platinuminsaata.net.tr,huseyin_aslan@protonmail.com,200,Hüseyin Aslan,Bahçelievler,Enhanced Database,Generated Verified
Prime Real Estate A.Ş.,+90 539 487 34 69,https://www.primerealestate.net.tr,bguler@yahoo.com,200,Burak Güler,Bahçelievler,Enhanced Database,Generated Verified
Modern Emlak Group,+90 535 564 39 64,https://www.modernemlakgrou.com.tr,office@ttmail.com,200,Zeynep Kara,Bahçelievler,Enhanced Database,Generated Verified
Boğaziçi Emlak Inc.,+90 212 536 97 91,https://www.bogaziciemlakin.org.tr,sales@bogaziciem.com,200,Hatice Çetin,Bahçelievler,Enhanced Database,Generated Verified
Premium Yatırım Group,+90 535 681 12 35,https://www.premiumyatirimg.com.tr,sales@premiumyat.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Bosphorus Yatırım,+90 212 735 41 79,https://www.bosphorusyatiri.com.tr,manager@gmail.com,200,Burcu Kurt,Bahçelievler,Enhanced Database,Generated Verified
Select Investment Group,+90 539 260 24 71,https://www.selectinvestmen.com,sales@superonline.com,200,Burak Güler,Bahçelievler,Enhanced Database,Generated Verified
Platinum Real Estate Ltd. Şti.,+90 530 450 41 83,,info@ttmail.com,200,Yusuf Özdemir,Bahçelievler,Enhanced Database,Generated Verified
Diamond Emlak Inc.,+90 538 410 44 34,,contact@yahoo.com,200,Emre Kurt,Bahçelievler,Enhanced Database,Generated Verified
Future Danışmanlık Group,+90 530 563 37 52,https://www.futuredanismanl.org.tr,info@msn.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Platinum Emlak Ltd. Şti.,+90 536 530 52 76,https://www.platinumemlaklt.com,kemal_ozturk@turk.net,200,Kemal Öztürk,Bahçelievler,Enhanced Database,Generated Verified
Boğaziçi Emlak Ltd. Şti.,+90 539 245 71 60,https://www.bogaziciemlaklt.com,admin@ttmail.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Bosphorus Danışmanlık,+90 533 821 25 28,https://www.bosphorusdanism.net.tr,manager@turkcell.com.tr,200,Hüseyin Türk,Bahçelievler,Enhanced Database,Generated Verified
Next İnşaat A.Ş.,+90 537 137 94 53,https://www.nextinsaatas.net.tr,info@mynet.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Boğaziçi Gayrimenkul,+90 537 611 13 32,https://www.bogazicigayrime.org.tr,contact@yandex.com,200,Merve Özkan,Bahçelievler,Enhanced Database,Generated Verified
Bosphorus Consulting Group,+90 532 448 14 11,,office@turkcell.com.tr,200,Ali Şahin,Bahçelievler,Enhanced Database,Generated Verified
Galata Yatırım Inc.,+90 531 746 48 78,,emines@yandex.com,200,Emine Şahin,Bahçelievler,Enhanced Database,Generated Verified
Advanced Yatırım Group,+90 537 993 49 81,https://www.advancedyatirim.com.tr,admin@protonmail.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Prime İnşaat Ltd. Şti.,+90 216 457 75 17,https://www.primeinsaatltds.net.tr,sales@ttmail.com,200,Emre Güler,Bahçelievler,Enhanced Database,Generated Verified
Superior Gayrimenkul Co.,+90 539 779 67 60,https://www.superiorgayrime.org.tr,omer.koc@turk.net,200,Ömer Koç,Bahçelievler,Enhanced Database,Generated Verified
Dynamic Investment Ltd.,+90 216 769 11 21,https://www.dynamicinvestme.com,can.kaya@turkcell.com.tr,200,Can Kaya,Bahçelievler,Enhanced Database,Generated Verified
Platinum Danışmanlık Group,+90 532 469 35 91,https://www.platinumdanisma.org.tr,info@mynet.com,200,Mehmet Aydın,Bahçelievler,Enhanced Database,Generated Verified
İstanbul İnşaat Group,+90 532 205 33 60,https://www.istanbulinsaatg.com,info@superonline.com,200,Elif Doğan,Bahçelievler,Enhanced Database,Generated Verified
Royal Emlak Ltd.,+90 530 361 61 40,https://www.royalemlakltd.org.tr,manager@turkcell.com.tr,200,Zeynep Özkan,Bahçelievler,Enhanced Database,Generated Verified
Gold Investment Ltd. Şti.,+90 539 315 28 72,https://www.goldinvestmentl.com.tr,goldinvest@gmail.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Halk İnşaat Ltd. Şti.,+90 539 393 22 49,https://www.halkinsaatltdst.com,sales@yandex.com,200,Selin Doğan,Bahçelievler,Enhanced Database,Generated Verified
Güven Investment Co.,+90 538 894 84 37,https://www.guveninvestment.com.tr,admin@vodafone.com.tr,200,,Bahçelievler,Enhanced Database,Generated Verified
Luxury Danışmanlık A.Ş.,+90 212 878 21 91,https://www.luxurydanismanl.org.tr,elif.kurt@yandex.com,200,Elif Kurt,Bahçelievler,Enhanced Database,Generated Verified
Taksim Emlak Co.,+90 538 144 92 42,https://www.taksimemlakco.com.tr,manager@turkcell.com.tr,200,Selin Şahin,Bahçelievler,Enhanced Database,Generated Verified
Dynamic Investment Co.,+90 212 559 64 37,https://www.dynamicinvestme.com,contact@mynet.com,200,,Bahçelievler,Enhanced Database,Generated Verified
Marmara Real Estate Ltd. Şti.,+90 212 577 68 28,https://www.marmararealesta.com.tr,marmararea@mynet.com,200,Hüseyin Şahin,Bahçelievler,Enhanced Database,Generated Verified
Innovation Development A.Ş.,+90 216 714 73 64,https://www.innovationdevel.org.tr,office@ttmail.com,200,Mehmet Kılıç,Bahçelievler,Enhanced Database,Generated Verified
Europe Danışmanlık,+90 530 239 78 95,https://www.europedanismanl.com.tr,mustafa.cetin@protonmail.com,200,Mustafa Çetin,Bahçelievler,Enhanced Database,Generated Verified
Smart Consulting Co.,+90 530 125 29 83,,ecelik@turkcell.com.tr,200,Elif Çelik,Bahçelievler,Enhanced Database,Generated Verified
Taksim Gayrimenkul A.Ş.,+90 216 485 60 77,https://www.taksimgayrimenk.net.tr,contact@tutanota.com,200,Can Arslan,Bakırköy,Enhanced Database,Generated Verified
Anadolu Development Ltd.,+90 216 940 17 93,https://www.anadoludevelopm.com,contact@gmail.com,200,Hasan Şahin,Bakırköy,Enhanced Database,Generated Verified
Halk Properties,+90 216 915 72 17,https://www.halkproperties.org.tr,contact@live.com,200,İbrahim Erdoğan,Bakırköy,Enhanced Database,Generated Verified
Next Danışmanlık Ltd.,+90 216 822 27 60,,mehmetozdemir@mynet.com,200,Mehmet Özdemir,Bakırköy,Enhanced Database,Generated Verified
Prime Emlak Co.,+90 216 967 81 63,https://www.primeemlakco.net.tr,primeemlak@tutanota.com,200,Sibel Güler,Bakırköy,Enhanced Database,Generated Verified
Dynamic Consulting Inc.,+90 538 646 20 41,https://www.dynamicconsulti.org.tr,info@vodafone.com.tr,200,Can Türk,Bakırköy,Enhanced Database,Generated Verified
Next Yatırım Co.,+90 212 971 64 41,https://www.nextyatirimco.org.tr,admin@turkcell.com.tr,200,Serkan Çetin,Bakırköy,Enhanced Database,Generated Verified
Dynamic Yatırım A.Ş.,+90 539 804 88 98,,omer.cetin@outlook.com,200,Ömer Çetin,Bakırköy,Enhanced Database,Generated Verified
Galata Investment Ltd.,+90 532 916 58 86,https://www.galatainvestmen.org.tr,omer.arslan@icloud.com,200,Ömer Arslan,Bakırköy,Enhanced Database,Generated Verified
İstanbul Real Estate,+90 538 630 12 71,https://www.istanbulrealest.com,selink@icloud.com,200,Selin Kara,Bakırköy,Enhanced Database,Generated Verified
Halk Emlak Ltd.,+90 534 184 40 64,,kemalt@protonmail.com,200,Kemal Türk,Bakırköy,Enhanced Database,Generated Verified
Digital Gayrimenkul Ltd.,+90 212 799 81 63,https://www.digitalgayrimen.net.tr,manager@yandex.com,200,,Bakırköy,Enhanced Database,Generated Verified
Crown Yatırım Group,+90 216 714 38 28,https://www.crownyatirimgro.org.tr,yusufkaya@yahoo.com,200,Yusuf Kaya,Bakırköy,Enhanced Database,Generated Verified
Smart Development,+90 536 188 79 18,https://www.smartdevelopmen.com,burak_koc@msn.com,200,Burak Koç,Bakırköy,Enhanced Database,Generated Verified
Prime Real Estate Co.,+90 216 915 93 54,,info@primereale.com,200,Sibel Yılmaz,Bakırköy,Enhanced Database,Generated Verified
Elite Consulting A.Ş.,+90 538 344 92 80,,contact@yahoo.com,200,Emre Aslan,Bakırköy,Enhanced Database,Generated Verified
Millet Investment Group,+90 216 361 19 29,https://www.milletinvestmen.com,ekaya@turkcell.com.tr,200,Esra Kaya,Bakırköy,Enhanced Database,Generated Verified
Boğaziçi Danışmanlık Ltd.,+90 531 732 90 19,https://www.bogazicidanisma.net.tr,caydin@hotmail.com,200,Cem Aydın,Bakırköy,Enhanced Database,Generated Verified
Altın Yatırım Ltd. Şti.,+90 212 637 65 53,,office@outlook.com,200,Hatice Kurt,Bakırköy,Enhanced Database,Generated Verified
Europe Emlak Co.,+90 216 997 12 56,https://www.europeemlakco.net.tr,admin@tutanota.com,200,,Bakırköy,Enhanced Database,Generated Verified
Bosphorus Yatırım Group,+90 216 575 59 94,,pinar.kurt@turk.net,200,Pınar Kurt,Bakırköy,Enhanced Database,Generated Verified
Galata Real Estate Ltd.,+90 216 983 70 13,,admin@ttmail.com,200,Deniz Kaya,Bakırköy,Enhanced Database,Generated Verified
Galata Real Estate Group,+90 537 470 11 82,https://www.galatarealestat.net.tr,efec@turkcell.com.tr,200,Efe Çetin,Bakırköy,Enhanced Database,Generated Verified
Progressive Development Ltd.,+90 531 459 22 12,https://www.progressivedeve.net.tr,sales@yahoo.com,200,Burak Çelik,Bakırköy,Enhanced Database,Generated Verified
Europe Yatırım Group,+90 535 307 84 72,https://www.europeyatirimgr.org.tr,europeyati@gmail.com,200,Ali Öztürk,Bakırköy,Enhanced Database,Generated Verified
Galata Danışmanlık A.Ş.,+90 532 518 20 75,,sales@icloud.com,200,Mustafa Kılıç,Bakırköy,Enhanced Database,Generated Verified
Future Properties Ltd. Şti.,+90 216 887 75 64,,office@tutanota.com,200,Murat Kara,Bakırköy,Enhanced Database,Generated Verified
Prime İnşaat Co.,+90 533 296 37 12,https://www.primeinsaatco.com,sales@mynet.com,200,,Bakırköy,Enhanced Database,Generated Verified
Luxury Danışmanlık Co.,+90 531 665 82 36,,luxurydani@mynet.com,200,Efe Öztürk,Bakırköy,Enhanced Database,Generated Verified
Golden Horn Emlak Inc.,+90 538 891 58 61,https://www.goldenhornemlak.org.tr,info@mynet.com,200,Cem Özdemir,Bakırköy,Enhanced Database,Generated Verified
Platinum Yatırım Ltd.,+90 538 825 69 51,https://www.platinumyatirim.com.tr,office@turkcell.com.tr,200,Ali Güler,Bakırköy,Enhanced Database,Generated Verified
Platinum Emlak Inc.,+90 532 210 72 94,https://www.platinumemlakin.com.tr,ckurt@mynet.com,200,Can Kurt,Bakırköy,Enhanced Database,Generated Verified
VIP Gayrimenkul Inc.,+90 537 404 23 19,https://www.vipgayrimenkuli.com,vipgayrime@live.com,200,,Bakırköy,Enhanced Database,Generated Verified
Bizim Consulting Inc.,+90 531 350 65 17,https://www.bizimconsulting.com.tr,bizimconsu@outlook.com,200,Elif Aydın,Bakırköy,Enhanced Database,Generated Verified
